"","Status_Checking_Acc","Duration_in_Months","Credit_History","Purposre_Credit_Taken","Credit_Amount","Savings_Acc","Years_At_Present_Employment","Inst_Rt_Income","Marital_Status_Gender","Other_Debtors_Guarantors","Current_Address_Yrs","Property","Age","Other_Inst_Plans","Housing","Num_CC","Job","Dependents","Telephone","Foreign_Worker","Default_On_Payment","predclass"
"1902","A14",20,"A34","A40",3485,"A65","A72","2","A91","A101","4","A121",44,"A143","A152","2","A173","1","A192","A201","0",0
"1907","A11",21,"A32","A40",3763,"A65","A74","2","A93","A102","2","A121",24,"A143","A152","1","A172","1","A191","A202","0",0
"1914","A14",11,"A32","A49",2142,"A64","A75","1","A91","A101","2","A121",28,"A143","A152","1","A173","1","A192","A201","0",0
"1917","A14",10,"A32","A41",2848,"A62","A73","1","A93","A102","2","A121",32,"A143","A152","1","A173","2","A191","A201","0",0
"1918","A11",6,"A32","A40",12000,"A61","A75","1","A93","A101","4","A124",68,"A141","A152","1","A174","1","A192","A201","1",1
"1919","A11",24,"A32","A42",2359,"A62","A71","1","A91","A101","1","A122",33,"A143","A152","1","A173","1","A191","A201","1",1
"1920","A11",24,"A32","A42",3345,"A61","A75","4","A93","A101","2","A122",39,"A143","A151","1","A174","1","A192","A201","1",1
"1925","A11",24,"A31","A42",6872,"A61","A72","2","A91","A101","1","A122",55,"A141","A152","1","A173","1","A192","A201","1",1
"1926","A11",12,"A31","A40",697,"A61","A72","4","A93","A101","2","A123",46,"A141","A152","2","A173","1","A192","A201","1",1
"1929","A14",30,"A32","A43",1867,"A65","A75","4","A93","A101","4","A123",58,"A143","A152","1","A173","1","A192","A201","0",0
"1932","A12",9,"A32","A43",1670,"A61","A72","4","A92","A101","2","A123",22,"A143","A152","1","A173","1","A192","A201","1",1
"1934","A14",12,"A34","A43",522,"A63","A75","4","A93","A101","4","A122",42,"A143","A152","2","A173","2","A192","A201","0",0
"1936","A12",30,"A33","A43",1919,"A62","A72","4","A93","A101","3","A124",30,"A142","A152","2","A174","1","A191","A201","1",1
"1937","A13",9,"A32","A43",745,"A61","A73","3","A92","A101","2","A121",28,"A143","A152","1","A172","1","A191","A201","1",0
"1942","A14",10,"A32","A40",1546,"A61","A73","3","A93","A101","2","A121",31,"A143","A152","1","A172","2","A191","A202","0",0
"1944","A14",4,"A34","A40",1455,"A61","A74","2","A93","A101","1","A121",42,"A143","A152","3","A172","2","A191","A201","0",0
"1946","A12",48,"A30","A40",8358,"A63","A72","1","A92","A101","1","A123",30,"A143","A152","2","A173","1","A191","A201","0",1
"1948","A14",12,"A32","A40",2859,"A65","A71","4","A93","A101","4","A124",38,"A143","A152","1","A174","1","A192","A201","0",0
"1950","A14",24,"A32","A43",3621,"A62","A75","2","A93","A101","4","A123",31,"A143","A152","2","A173","1","A191","A201","1",0
"1952","A11",36,"A33","A49",2145,"A61","A74","2","A93","A101","1","A123",24,"A143","A152","2","A173","1","A192","A201","1",0
"1953","A12",24,"A32","A41",4113,"A63","A72","3","A92","A101","4","A123",28,"A143","A151","1","A173","1","A191","A201","1",1
"1957","A13",30,"A34","A43",3656,"A65","A75","4","A93","A101","4","A122",49,"A142","A152","2","A172","1","A191","A201","0",0
"1958","A12",9,"A34","A43",1154,"A61","A75","2","A93","A101","4","A121",37,"A143","A152","3","A172","1","A191","A201","0",0
"1973","A11",24,"A31","A40",1193,"A61","A71","1","A92","A102","4","A124",29,"A143","A151","2","A171","1","A191","A201","1",1
"1974","A11",60,"A32","A49",7297,"A61","A75","4","A93","A102","4","A124",36,"A143","A151","1","A173","1","A191","A201","1",1
"1975","A14",30,"A34","A43",2831,"A61","A73","4","A92","A101","2","A123",33,"A143","A152","1","A173","1","A192","A201","0",0
"1977","A12",6,"A32","A43",753,"A61","A73","2","A92","A103","3","A121",64,"A143","A152","1","A173","1","A191","A201","0",0
"1981","A12",30,"A34","A42",8386,"A61","A74","2","A93","A101","2","A122",49,"A143","A152","1","A173","1","A191","A201","1",0
"1983","A13",21,"A32","A40",2923,"A62","A73","1","A92","A101","1","A123",28,"A141","A152","1","A174","1","A192","A201","0",1
"1984","A11",36,"A32","A41",8229,"A61","A73","2","A93","A101","2","A122",26,"A143","A152","1","A173","2","A191","A201","1",1
"1995","A14",12,"A32","A40",2390,"A65","A75","4","A93","A101","3","A123",50,"A143","A152","1","A173","1","A192","A201","0",0
"1998","A14",12,"A32","A43",804,"A61","A75","4","A93","A101","4","A123",38,"A143","A152","1","A173","1","A191","A201","0",0
"2001","A11",6,"A34","A43",1169,"A65","A75","4","A93","A101","4","A121",67,"A143","A152","2","A173","1","A192","A201","0",0
"2002","A12",48,"A32","A43",5951,"A61","A73","2","A92","A101","2","A121",22,"A143","A152","1","A173","1","A191","A201","0",1
"2007","A14",24,"A32","A42",2835,"A63","A75","3","A93","A101","4","A122",53,"A143","A152","1","A173","1","A191","A201","0",0
"2009","A14",12,"A32","A43",3059,"A64","A74","2","A91","A101","4","A121",61,"A143","A152","1","A172","1","A191","A201","0",0
"2015","A11",15,"A32","A40",1403,"A61","A73","2","A92","A101","4","A123",28,"A143","A151","1","A173","1","A191","A201","0",1
"2020","A14",24,"A32","A43",3430,"A63","A75","3","A93","A101","2","A123",31,"A143","A152","1","A173","2","A192","A201","0",0
"2027","A14",6,"A30","A43",426,"A61","A75","4","A94","A101","4","A123",39,"A143","A152","1","A172","1","A191","A201","0",0
"2030","A11",60,"A33","A49",6836,"A61","A75","3","A93","A101","4","A124",63,"A143","A152","2","A173","1","A192","A201","1",1
"2034","A14",12,"A34","A49",1264,"A65","A75","4","A93","A101","4","A124",57,"A143","A151","1","A172","1","A191","A201","0",0
"2035","A13",12,"A32","A42",1474,"A61","A72","4","A92","A101","1","A122",33,"A141","A152","1","A174","1","A192","A201","0",1
"2036","A12",45,"A34","A43",4746,"A61","A72","4","A93","A101","2","A122",25,"A143","A152","2","A172","1","A191","A201","1",1
"2040","A12",9,"A32","A43",458,"A61","A73","4","A93","A101","3","A121",24,"A143","A152","1","A173","1","A191","A201","0",0
"2044","A11",30,"A34","A41",6187,"A62","A74","1","A94","A101","4","A123",24,"A143","A151","2","A173","1","A191","A201","0",0
"2048","A11",6,"A32","A41",1352,"A63","A71","1","A92","A101","2","A122",23,"A143","A151","1","A171","1","A192","A201","0",1
"2057","A12",12,"A32","A43",6468,"A65","A71","2","A93","A101","1","A124",52,"A143","A152","1","A174","1","A192","A201","1",0
"2063","A12",36,"A30","A49",1953,"A61","A75","4","A93","A101","4","A124",61,"A143","A153","1","A174","1","A192","A201","1",1
"2064","A12",48,"A30","A49",12000,"A61","A73","2","A93","A101","2","A123",25,"A143","A152","1","A173","1","A192","A201","1",1
"2067","A14",12,"A32","A43",2171,"A61","A72","2","A92","A101","2","A123",29,"A141","A152","1","A173","1","A191","A201","0",0
"2068","A12",12,"A32","A40",1007,"A64","A73","4","A94","A101","1","A121",22,"A143","A152","1","A173","1","A191","A201","0",1
"2071","A14",36,"A32","A41",8133,"A61","A73","1","A92","A101","2","A122",30,"A141","A152","1","A173","1","A191","A201","0",1
"2073","A11",8,"A34","A410",1164,"A61","A75","3","A93","A101","4","A124",51,"A141","A153","2","A174","2","A192","A201","0",0
"2076","A11",12,"A34","A41",1526,"A61","A75","4","A93","A101","4","A124",66,"A143","A153","2","A174","1","A191","A201","0",0
"2083","A14",18,"A32","A49",1568,"A62","A73","3","A92","A101","4","A122",24,"A143","A151","1","A172","1","A191","A201","0",0
"2087","A12",18,"A34","A42",1295,"A61","A72","4","A92","A101","1","A122",27,"A143","A152","2","A173","1","A191","A201","0",1
"2089","A11",18,"A32","A40",2249,"A62","A74","4","A93","A101","3","A123",30,"A143","A152","1","A174","2","A192","A201","0",1
"2092","A11",12,"A34","A41",1409,"A61","A75","4","A93","A101","3","A121",54,"A143","A152","1","A173","1","A191","A201","0",0
"2094","A13",24,"A34","A42",3617,"A65","A75","4","A93","A102","4","A124",20,"A143","A151","2","A173","1","A191","A201","0",0
"2102","A12",36,"A32","A43",2323,"A61","A74","4","A93","A101","4","A123",24,"A143","A151","1","A173","1","A191","A201","0",1
"2105","A14",12,"A32","A41",2445,"A65","A72","2","A94","A101","4","A123",26,"A143","A151","1","A173","1","A192","A201","0",0
"2106","A12",24,"A34","A410",11938,"A61","A73","2","A93","A102","3","A123",39,"A143","A152","2","A174","2","A192","A201","1",1
"2108","A12",12,"A32","A40",6078,"A61","A74","2","A93","A101","2","A123",32,"A143","A152","1","A173","1","A191","A201","0",0
"2111","A12",6,"A33","A49",1449,"A62","A75","1","A91","A101","2","A123",31,"A141","A152","2","A173","2","A191","A201","0",1
"2112","A13",15,"A32","A46",392,"A61","A72","4","A92","A101","4","A122",23,"A143","A151","1","A173","1","A192","A201","0",1
"2116","A14",48,"A34","A43",3578,"A65","A75","4","A93","A101","1","A121",47,"A143","A152","1","A173","1","A192","A201","0",0
"2120","A12",12,"A34","A40",2366,"A63","A74","3","A91","A101","3","A123",36,"A143","A152","1","A174","1","A192","A201","0",0
"2130","A11",12,"A34","A40",3499,"A61","A73","3","A92","A102","2","A121",29,"A143","A152","2","A173","1","A191","A201","1",1
"2132","A11",36,"A33","A46",6887,"A61","A73","4","A93","A101","3","A122",29,"A142","A152","1","A173","1","A192","A201","1",1
"2133","A14",15,"A32","A42",2708,"A61","A72","2","A93","A101","3","A122",27,"A141","A152","2","A172","1","A191","A201","0",0
"2139","A12",15,"A34","A43",2728,"A65","A74","4","A93","A103","2","A121",35,"A141","A152","3","A173","1","A192","A201","0",0
"2141","A13",6,"A32","A40",709,"A64","A72","2","A94","A101","2","A121",27,"A143","A152","1","A171","1","A191","A202","0",0
"2147","A11",6,"A34","A40",860,"A61","A75","1","A92","A101","4","A124",39,"A143","A152","2","A173","1","A192","A201","0",1
"2150","A14",18,"A34","A43",1582,"A64","A75","4","A93","A101","4","A123",46,"A143","A152","2","A173","1","A191","A201","0",0
"2159","A12",24,"A32","A40",3512,"A62","A74","2","A93","A101","3","A123",38,"A141","A152","2","A173","1","A192","A201","0",1
"2163","A14",15,"A32","A44",1262,"A63","A74","4","A93","A101","3","A122",36,"A143","A152","2","A173","1","A192","A201","0",0
"2167","A11",18,"A32","A42",1131,"A61","A71","4","A92","A101","2","A123",33,"A143","A152","1","A173","1","A191","A201","1",1
"2174","A12",8,"A32","A43",1414,"A61","A73","4","A93","A103","2","A121",33,"A143","A152","1","A173","1","A191","A202","0",0
"2175","A11",21,"A33","A46",3414,"A61","A72","2","A93","A101","1","A122",26,"A143","A152","2","A173","1","A191","A201","1",1
"2183","A11",21,"A31","A40",1647,"A65","A73","4","A93","A101","2","A122",40,"A143","A152","2","A172","2","A191","A201","1",1
"2185","A12",18,"A34","A40",884,"A61","A75","4","A93","A101","4","A123",36,"A141","A152","1","A173","2","A192","A201","1",1
"2187","A12",9,"A31","A41",5129,"A61","A75","2","A92","A101","4","A124",74,"A141","A153","1","A174","2","A192","A201","1",1
"2191","A14",24,"A32","A49",4591,"A64","A73","2","A93","A101","3","A122",54,"A143","A152","3","A174","1","A192","A201","1",0
"2194","A14",6,"A32","A43",2108,"A61","A74","2","A94","A101","2","A121",29,"A143","A151","1","A173","1","A191","A201","0",0
"2197","A14",6,"A34","A43",1382,"A61","A73","1","A92","A101","1","A123",28,"A143","A152","2","A173","1","A192","A201","0",0
"2202","A11",12,"A32","A40",1168,"A61","A73","4","A94","A101","3","A121",27,"A143","A152","1","A172","1","A191","A201","0",1
"2210","A14",12,"A32","A41",1413,"A64","A74","3","A93","A101","2","A122",55,"A143","A152","1","A173","1","A191","A202","0",0
"2215","A14",36,"A34","A43",3342,"A65","A75","4","A93","A101","2","A123",51,"A143","A152","1","A173","1","A192","A201","0",0
"2223","A14",12,"A32","A43",707,"A61","A73","4","A93","A101","2","A121",30,"A141","A152","2","A173","1","A191","A201","0",0
"2225","A14",15,"A32","A41",4657,"A61","A73","3","A93","A101","2","A123",30,"A143","A152","1","A173","1","A192","A201","0",0
"2226","A14",36,"A30","A45",2613,"A61","A73","4","A93","A101","2","A123",27,"A143","A152","2","A173","1","A191","A201","0",1
"2239","A14",12,"A34","A43",1291,"A61","A73","4","A92","A101","2","A122",35,"A143","A152","2","A173","1","A191","A201","0",0
"2243","A11",48,"A30","A41",4605,"A61","A75","3","A93","A101","4","A124",24,"A143","A153","2","A173","2","A191","A201","1",1
"2244","A14",12,"A34","A49",1185,"A61","A73","3","A92","A101","2","A121",27,"A143","A152","2","A173","1","A191","A201","0",0
"2248","A14",6,"A30","A40",1204,"A62","A73","4","A93","A101","1","A124",35,"A141","A151","1","A173","1","A191","A202","0",0
"2255","A12",9,"A32","A42",2030,"A65","A74","2","A93","A101","1","A123",24,"A143","A152","1","A173","1","A192","A201","0",0
"2257","A14",24,"A34","A43",2684,"A61","A73","4","A93","A101","2","A121",35,"A143","A152","2","A172","1","A191","A201","0",0
"2269","A11",14,"A32","A40",8978,"A61","A75","1","A91","A101","4","A122",45,"A143","A152","1","A174","1","A192","A202","1",1
"2271","A14",18,"A32","A40",2662,"A65","A74","4","A93","A101","3","A122",32,"A143","A152","1","A173","1","A191","A202","0",0
"2272","A14",12,"A34","A42",1402,"A63","A74","3","A92","A101","4","A123",37,"A143","A151","1","A173","1","A192","A201","0",0
"2273","A12",48,"A31","A40",12000,"A65","A71","4","A93","A102","4","A124",36,"A143","A153","1","A174","1","A192","A201","0",1
"2277","A14",18,"A34","A43",2404,"A61","A73","2","A92","A101","2","A123",26,"A143","A152","2","A173","1","A191","A201","0",0
"2281","A14",15,"A34","A41",3368,"A64","A75","3","A93","A101","4","A124",23,"A143","A151","2","A173","1","A192","A201","0",0
"2283","A13",18,"A31","A43",1445,"A65","A74","4","A93","A101","4","A123",49,"A141","A152","1","A172","1","A191","A201","0",0
"2284","A14",15,"A34","A42",1520,"A65","A75","4","A93","A101","4","A122",63,"A143","A152","1","A173","1","A191","A201","0",0
"2288","A12",48,"A33","A410",7582,"A62","A71","2","A93","A101","4","A124",31,"A143","A153","1","A174","1","A192","A201","0",1
"2291","A14",12,"A32","A49",1076,"A61","A73","2","A94","A101","2","A121",26,"A143","A152","1","A173","1","A192","A202","0",0
"2294","A13",42,"A34","A41",4796,"A61","A75","4","A93","A101","4","A124",56,"A143","A153","1","A173","1","A191","A201","0",0
"2296","A12",48,"A32","A42",9960,"A61","A72","1","A92","A101","2","A123",26,"A143","A152","1","A173","1","A192","A201","1",1
"2298","A14",10,"A32","A40",1287,"A65","A75","4","A93","A102","2","A122",45,"A143","A152","1","A172","1","A191","A202","0",0
"2301","A14",6,"A32","A40",672,"A61","A71","1","A92","A101","4","A121",54,"A143","A152","1","A171","1","A192","A201","0",0
"2302","A12",36,"A30","A43",3804,"A61","A73","4","A92","A101","1","A123",42,"A143","A152","1","A173","1","A192","A201","1",1
"2307","A14",30,"A32","A41",4811,"A65","A74","2","A92","A101","4","A122",24,"A142","A151","1","A172","1","A191","A201","0",0
"2308","A11",12,"A32","A43",727,"A62","A72","4","A94","A101","3","A124",33,"A143","A152","1","A172","1","A192","A201","1",1
"2309","A12",8,"A32","A42",1237,"A61","A73","3","A92","A101","4","A121",24,"A143","A152","1","A173","1","A191","A201","1",1
"2311","A12",48,"A32","A410",5381,"A65","A71","3","A93","A101","4","A124",40,"A141","A153","1","A171","1","A192","A201","0",1
"2314","A12",12,"A32","A40",685,"A61","A74","2","A94","A101","3","A123",25,"A141","A152","1","A172","1","A191","A201","1",1
"2316","A11",36,"A31","A42",2746,"A61","A75","4","A93","A101","4","A123",31,"A141","A152","1","A173","1","A191","A201","1",1
"2323","A11",24,"A32","A41",2910,"A61","A74","2","A93","A101","1","A124",34,"A143","A153","1","A174","1","A192","A201","0",0
"2324","A11",18,"A32","A42",2659,"A64","A73","4","A93","A101","2","A123",28,"A143","A152","1","A173","1","A191","A201","0",0
"2337","A12",13,"A32","A43",2101,"A61","A72","2","A92","A103","4","A122",23,"A143","A152","1","A172","1","A191","A201","0",0
"2339","A11",24,"A32","A42",4169,"A61","A73","4","A93","A101","4","A122",28,"A143","A152","1","A173","1","A191","A201","0",1
"2340","A12",10,"A32","A42",1521,"A61","A73","4","A91","A101","2","A123",31,"A143","A152","1","A172","1","A191","A201","0",1
"2341","A12",24,"A34","A46",5743,"A61","A72","2","A92","A101","4","A124",24,"A143","A153","2","A173","1","A192","A201","0",1
"2344","A12",18,"A32","A49",4439,"A61","A75","1","A93","A102","1","A121",33,"A141","A152","1","A174","1","A192","A201","0",1
"2348","A12",24,"A32","A43",3758,"A63","A71","1","A92","A101","4","A124",23,"A143","A151","1","A171","1","A191","A201","0",1
"2350","A12",9,"A34","A46",1136,"A64","A75","4","A93","A101","3","A124",32,"A143","A153","2","A173","2","A191","A201","1",0
"2352","A12",9,"A32","A42",959,"A61","A73","1","A92","A101","2","A123",29,"A143","A152","1","A173","1","A191","A202","1",0
"2353","A14",18,"A34","A41",3229,"A65","A71","2","A93","A101","4","A124",38,"A143","A152","1","A174","1","A192","A201","0",0
"2355","A14",10,"A32","A46",727,"A63","A75","4","A93","A101","4","A124",46,"A143","A153","1","A173","1","A192","A201","0",0
"2364","A14",6,"A32","A42",1766,"A61","A73","1","A94","A101","2","A122",21,"A143","A151","1","A173","1","A191","A201","0",0
"2367","A14",18,"A34","A41",3850,"A61","A74","3","A93","A101","1","A123",27,"A143","A152","2","A173","1","A191","A201","0",0
"2368","A11",18,"A32","A42",3650,"A61","A72","1","A92","A101","4","A123",22,"A143","A151","1","A173","1","A191","A201","0",1
"2369","A11",36,"A32","A42",3446,"A61","A75","4","A93","A101","2","A123",42,"A143","A152","1","A173","2","A191","A201","1",1
"2372","A14",18,"A34","A43",6070,"A61","A75","3","A93","A101","4","A123",33,"A143","A152","2","A173","1","A192","A201","0",0
"2381","A11",20,"A32","A42",2212,"A65","A74","4","A93","A101","4","A123",39,"A143","A152","1","A173","1","A192","A201","0",0
"2384","A13",12,"A32","A40",1330,"A61","A72","4","A93","A101","1","A121",26,"A143","A152","1","A173","1","A191","A201","0",0
"2386","A14",18,"A34","A43",2238,"A61","A73","2","A92","A101","1","A123",25,"A143","A152","2","A173","1","A191","A201","0",0
"2393","A11",36,"A32","A40",3249,"A61","A74","2","A93","A101","4","A124",39,"A141","A153","1","A174","2","A192","A201","0",1
"2399","A12",12,"A32","A40",1223,"A61","A75","1","A91","A101","1","A121",46,"A143","A151","2","A173","1","A191","A201","1",1
"2400","A14",24,"A34","A43",1516,"A64","A73","4","A92","A101","1","A121",43,"A143","A152","2","A172","1","A191","A201","0",0
"2405","A12",18,"A33","A40",2899,"A65","A75","4","A93","A101","4","A123",43,"A143","A152","1","A173","2","A191","A201","0",0
"2406","A12",24,"A32","A43",2039,"A61","A72","1","A94","A101","1","A122",22,"A143","A152","1","A173","1","A192","A201","1",1
"2413","A14",12,"A34","A49",2292,"A61","A71","4","A93","A101","2","A123",42,"A142","A152","2","A174","1","A192","A201","1",0
"2414","A14",10,"A32","A40",1597,"A63","A73","3","A93","A101","2","A124",40,"A143","A151","1","A172","2","A191","A202","0",0
"2420","A12",18,"A32","A40",1042,"A65","A73","4","A92","A101","2","A122",33,"A143","A152","1","A173","1","A191","A201","1",1
